listing_id,id,date,reviewer_id,reviewer_name,comments
6623339,531170760143039964,2022-01-02,266737460,Monique,"Lovely spacious apartment, though a bit chilly in January with no visible in suite temperature control (apartment is located in a heritage building, so understandable)."
6623339,631802140685968217,2022-05-21,22718953,Ashleigh,"Extremely poor communication. Didn’t receive check in info until 30 mins after I was supposed to check in.<br/>Host didn’t reply to multiple Airbnb messages, had to contact them via email address/phone number just so I could get into the apartment.<br/>I was told ‘keep the keys on you in case the door codes change or the door locks run out of battery.’ There were no keys.<br/>I asked about the keys every day and received reassurance to say ‘yes I will drop the keys round tomorrow’. No one turned up for 9 days, and no courtesy messages to say they wouldn’t be able to make it - literally just didn’t turn up. <br/>When they eventually did show up, I only received one key for main door building and no key for apartment door because they couldn’t find it. They also said they would be in the ‘very next day’ to set up the Apple TV, no one turned up, it was still not set up when I left. <br/>Such a shame because the apartment was lovely and spacious, location was great, there was a washing machine/dryer, but communication was so poor."
6623339,638405188354663958,2022-05-30,76389970,Mollie,"Beautiful converted loft. Check in and check-out were very smooth.  Comfortable bed and place to hang out. You could hear noise from the street, but I think that's inevitable in the neighborhood, which is a great place to stay - close to many wonderful restaurants and Washington Park.  The noise didn't get in the way of my sleep. We would definitely stay here again."
6623339,668034131078292670,2022-07-10,173594548,Mariam,"Great location in Albany, clean apartment, and Terra was very responsive"
6623339,677559023110904024,2022-07-23,218665233,Crystal,"The place was lovely, just like the pics & we loved the high ceilings and lighting."
6623339,678915078475652191,2022-07-25,323477851,勤博,"The host never replied my inbox message at all.  On the day I arrived, it was very warm,  36 C outside.  I arrived early and text her whether I can check in early.  She replied ok but no message at all in the following 2 hours.  I had to wait outside.  I was here for an exam and I didn’t want to get sick.  The host was extremely not responsive.  I didn’t feel comfortable to stay there and eventually I canceled my reservation without getting refund.  IT WAS A VERY TERRIBLE EXPERIENCE."
6623339,705810692619149173,2022-08-31,4943975,Michael,A nice place in an up and coming neighborhood.
6623339,708739601944402861,2022-09-04,190422902,Abhishek,"The place is at a good location but it was not maintained as expected. There was a complete lack of cleanliness and hygiene.<br/>There is no elevator , so you will have to carry everything you bring."
6623339,711624630054869834,2022-09-08,88589139,Carolyn,Apartment in a historic building that was in a great location nearby a park. Place was exactly as described and suited my needs perfectly.
6623339,713773368165546420,2022-09-11,208946995,Raymonde,Terra’s place is in a prime location in Center Square.  Very convenient and great parking space. You won’t have to worry about parking! Everything was great besides communication; the host takes a long time to respond to request which can cause a delay in your travels.  I had to reach out to Airbnb to  contact the host in order to get a response.  So if you’re looking to have an easy check in and booking approval process this may cause a great delay for you
6623339,728194814470997385,2022-10-01,427834868,Cedric,Très bien
6623339,736269223041996022,2022-10-12,43508581,Doug & Lisa,"Terra's place was perfect!  We loved the location only 2 blocks from Washington Park, which was beautiful.  Close to lots of great restaurants and downtown.  We walked almost everywhere.  Free parking was a huge plus and there was a grocery store 1 block away for anything we needed.  Terra and Matt were great hosts!"
6623339,739168363101894887,2022-10-16,64243735,Jamie,"A really cool, no-frills apt. A few non-frills could be added, thought, such as soap in the bathroom and paper towels. The space is great, high ceilings, a big open floor-plan outside the bedroom. It's on a busy corner, with noise from a bar and passing cars, which I happen to like - I miss living in cities - but others might not. Also, if you're sensitive to smells, the apartment had a heavy smell of a spicy/sweet air freshener. We had the windows open. If the weather were colder, this review might have been more negative, as the smell was more than a little much. That all said, we did really enjoy the apartment very much, check in was smooth, shower and bed were good, and I will return to it if it's available when I come to town."
6623339,859431182358606560,2023-03-31,212432242,Kristyn,It was all around a nice stay.
6623339,860903769446473091,2023-04-02,507921414,Chinalu,"Good location in a walkable area. Nice clean apartment.<br/>Check-in was simple and straightforward. Appreciated the detailed instructions from the hosts. My only gripe is that the hosts were not as responsive as I would’ve liked. Overall I enjoyed my stay, and would book again in the future."
6623339,1028339798894558342,2023-11-19,32933996,Heath,Another great stay at one of Terra’s properties. This one has a wonderful location right on the corner of Lark and Madison. Went to dinner and a show on Lark Ave and had a great time being able to walk from the apt.
6623339,1034089437235083771,2023-11-27,14057315,Leiah,"I recently stayed at this Airbnb and want to provide constructive feedback. The host's delayed response (over 24 hours) for check-in instructions caused unnecessary stress. The property lacked essential amenities, including shampoo and hangers. While a laundry machine was available, the absence of detergent was inconvenient. Despite a ""No Pets"" policy, pet hair was present. The Keurig machine had no K-Cups, and dining chairs were unstable. Additionally, it's worth noting that there was noise from a bar's outdoor patio below the bedroom window. Improvements in host communication and addressing these issues would enhance the overall guest experience."
6623339,1043602207607527549,2023-12-10,253543105,James,"Awesome place with easy parking.  Great location and within walking distance to restaurants and local attractions.   Speedo Santa sprint took place on the Main Street right outside of the location, as well as the local chili tasting competition, while we were visiting.  Room is spacious with all of the amenities of being home and easy PIN code access to the building and room.  Awesome!"
6623339,1055190636373905933,2023-12-26,384997758,Bernon,Had a great stay
6623339,1119687746409256136,2024-03-24,17196090,Sarah,"This is overall a nice apartment in a great location - right off Lark St. The apartment was clean and well decorated with all the amenities we needed. The private parking spot is a great perk. The host provided all the information we needed and was very responsive. However, we visited on a cold March weekend, and the apartment was very cold, even with a space heater on. Also, the bed had some sort of memory foam mattress that did not hold its shape— this may just be personal preference but my husband and I both found it uncomfortable."
6623339,1124011332551139204,2024-03-30,219755773,Matthew,Place was exactly as posted! Beautiful apartment.
6623339,1125416643443922626,2024-04-01,119307682,Anastasia,"We had a great stay here. We wish we had access to turn the heat up as it was a bit chilly in the apartment. We were told there were space heaters in the closet but it turned out it was only a cooling fan. <br/>The morning of checkout we had an incident where the cleaning crew came into the apartment while we were still sleeping. That was highly stressful and made us feel very uncomfortable. The host did apologize and handled the situation right away however, it was not a pleasant situation to deal with. <br/>The space  is great and the host was very communicative and helpful. Clean and neat and pretty cool details from the precinct."
6623339,1131193992117764592,2024-04-09,144845567,Daniel,"We had a brief but very comfortable stay here. All communication and pre check in information was very clear. We had a small issue that our host Ming had clocked and addressed before we even arrived, and went to great lengths to make it right. Not many airbnb hosts go to so much trouble, so I have to commend Ming for this one, thank you. <br/>I’d be very happy to stay here again next time we’re in Albany."
6623339,1136242413960099108,2024-04-16,103742634,Madeleine,Very clean and comfortable. Super responsive host.<br/>Convenient parking and 5 minutes drive to the MVP arena.
6623339,1139907283891821674,2024-04-21,286998332,Bendrix,"Place felt like home, very nicely decorated, clean and easy to find. Combined parking right outside was super convenient and appreciated in a city. Would absolutely stay again!"
6623339,1142099842327086692,2024-04-24,109136534,Nathan,"I work in Albany a few times a year, I always pick to stay here, all the units are great."
6623339,1144214216951471649,2024-04-27,276681931,Fernando,"""Staying at this Airbnb was an absolute delight! From the moment we arrived, we were greeted with warmth and hospitality. The host went above and beyond to make sure we had everything we needed for a comfortable stay. The space itself was beautifully decorated, impeccably clean, and had all the amenities we could ask for. The location was perfect, allowing us to explore the area easily. We highly recommend this Airbnb to anyone looking for a cozy and memorable experience."""
6623339,1150054489966786875,2024-05-05,26899919,Becky,"Large one bedroom in a unique spot. The location is centrally located towards attractions in Albany and is located on a strip with many bars and restaurants. To note, because of this location, also note that there are some people also hanging on the street. The space was very large and clean. We had some trouble with the locks to get into the building; the owner was responsive in getting the issue remedied within an hour. Overall a good value and very convenient if looking to stay in a neighborhood with a park, and a bunch of great restaurants and bars!"
6623339,1155163124280636938,2024-05-12,565005775,Jennifer,"Beautiful remodeled apartment, even better than the pictures.The home was airy and bright, so pretty. The apartment was well equipped with all you need, dishes, pots and pans , small selection of spices, coffee and flavored creamers.  The location is FANTASTIC!!!  Easy walk to the amazing shops  and restaurants and bars on Lark St. We could walk to the bus station and the park. Host was communicative and responsive. We will definitely visit again!!  Thank you!!"
6623339,1184094182812415699,2024-06-21,146964280,Kyle,Lovely modern space! Historic police station renovated to meet the needs of a modern traveler! Loved it!!
6623339,1185562414523173363,2024-06-23,152074057,Corey,Great stay!
6623339,1189987563253704683,2024-06-29,110410356,Mario,"It was a great place, loved the building and how close it was to everything. The place was nice and just a described. Book your vacation in Albany. 👌🏻"
6623339,1190713702138534071,2024-06-30,230857245,Joseph,Worth every penny
6623339,1192054538898835668,2024-07-02,218665233,Crystal,The location is my favorite in the Albany area & the place is sooo cozy!
6623339,1205169973090836117,2024-07-20,1437816,Sharon,Apt was just as described. Pics accurate. Lots of local info if you need. We were only there for a quick stay overnight but was a great find.
6623339,1206593192452859159,2024-07-22,89783700,Riaz,We’ve stayed at Terra’s airbnbs multiple times. Always a good time.
6623339,1207999478536589149,2024-07-24,3625232,Georgie,"Comfortable and clean. In a great area, walkable to everything and good restaurants. Parking was a great benefit too."
6623339,1208727291853019346,2024-07-25,181198514,Renee',"Great location, nice decor, spacious for a  one bedroom condo with parking space included. The condo was very secure for a city dwelling located in downtown Albany, NY."
6623339,1210943721350455486,2024-07-28,180600242,Jason,The apartment was beautiful and very clean. Definitely one of the nicer airbnb’s I’ve stayed at. It was easy to find parking as well. Thanks for an amazing stay!
6623339,1213141878028990093,2024-07-31,581752723,Ziqi,"I came to Albany for the bar exam and spend two nights in Terra's house. It's totally out of my surprise because it's big, clean, close to everything I need. Staffs are very helpful and they pick up the phone imediately. I really love the apartment becasue I found it was a police station before. Will look for a similar place the next time to move."
8035768,45450711,2015-09-02,42938417,Shona,"John and Debbie made us all incredibly welcome. They are warm, sociable and engaging. The house is fabulous - an authentic,  beautifully and tastefully renovated historic property. Beds were comfortable, amazing shower and great breakfast. We loved our stay and our teenage daughter (who was even provided with her own private tub of ice cream in her room) really did not want to leave!!"
8035768,45647186,2015-09-04,40951900,Adriel,This room was spotless and well stocked. It is a large space with a very clean and comfortable bed and beautiful arrangements. John is particularly accommodating and easy to work with. I highly recommend him and if you ever have the pleasure of staying here you will not regret it. 
8035768,45916739,2015-09-06,8130967,Gabrielle,"John and Deb went out of their way to make us feel welcome and to accommodate our travel schedule. The house was immaculate and the room was large and luxurious. There was an in-room air conditioner and refrigerator and the bed was super comfy. There were snacks and coffee and off-street parking. It had a professional BnB feel. Also, they have an adorable dog :)"
8035768,46853746,2015-09-13,44005776,Alan,We had a great stay!  John and Deb were wonderful and made us feel right at home. Would stay here again in a heartbeat.
8035768,47331155,2015-09-17,459545,Tiffany,"Loved my first visit to Albany. John and Deb were so kind and accommodating - they stayed up for my late night flight arrival, set up a mobile-controlled lock system, and left me coffee in the morning. Their house is beautiful --- from the spotless kitchen to the enormous, luxurious bedrooms, and delightful tree-lined street. Bakery across the street has excellent bagels. Would definitely stay again."
8035768,51079721,2015-10-17,3113886,Anh-Tai,"John's house was indeed beautiful. My wife and I (and our 2 dogs) felt really comfortable while away from home. The room was huge, the bed was superb, the bathroom incredible. They even prepared some breakfast for us; a kind gesture!<br/>Little things that will enhance the experience:<br/>1) A desk that we can work on, in case you are traveling for business like myself<br/>2) A trash can in our bedroom<br/>3) A spare key (hardware) in the event technology and communication can't link us up :-)<br/>Otherwise, you guys get an A- in terms of overall Customer Experience. Thanks!!"
8035768,51740990,2015-10-24,9644699,Ange,"Beautiful victorian house that is approx 35 minutes walk from central Albany. The host and his partner were very friendly and always enquired if we needed anything in addition to what we had. They provided fresh coffee each morning. The beds are beyond comfy and I slept deeply whilst there.
<br/>
<br/>Things to note, we had originally thought we were going to be renting the full house and not just rooms, i believe this issue has now been cleared up. So the listing is for one or two rooms and your hosts live in the house but on a different floor. This is fine as the space at the top is where the rooms are so private to you and the hosts have their own living room on the middle floor.  There was an issue with one of the toilets draining properly which wasn't nice to deal with but was sorted when the hosts came home. The locks are electronic and require your phone, i found this cumbersome and unnecessary but i'm aware that the host is looking to change this too. Therefore, feedback is always acted upon which is refreshing.
<br/>
<br/>Overall, i enjoyed my airbnb experience here.
<br/>
<br/>Thanks
<br/>
<br/>Ange"
8035768,52004728,2015-10-25,44274689,John Øystein,"Beautiful house, around 30-35 min walking distance from downtown Albany. John and Debbie were very welcoming. They made us feel at home, with fresh coffee every morning. Cute dog too. Nice, soft beds, beautiful bathroom and good Entertainment/wifi. There was a misunderstanding when we arrived, as we thought we had booked the entire house, not just a single room. I guess we hadn't looked thoroughly at the print, and more at the pictures. But John sorted this out by giving us a discount on the second room we needed for our stay. There is a Family run restaurant right across the street which serves good, authentic vietnamese food. Nice bagels and coffee at the Hudson river coffee house, two blocks away. "
8035768,53445289,2015-11-08,11692691,Leigha,"John's place was extremely cozy and had more than everything we needed. We just stopped for a quick one-night stay. He was very accommodating, and the house is beautiful! We would definitely stay here again next time we're in Albany. "
8035768,54828070,2015-11-23,32528832,Stephen,"This was our first Airbnb experience and John was a great host. He was helpful and made us feel at home immediately. His home is beautiful and the room he offered us was very cozy. The listing was close to a main road, parks, and cafes. If we visit Albany again, his place would be our primary choice. Very grateful for John and his hospitality."
8035768,54953576,2015-11-25,49260146,Bhanu,"I had great experience at John's place. House was very clean,  private parking space  and all modern amenities. Thank you!"
8035768,55128118,2015-11-28,794153,Jared,"John was a great and welcoming host. His house is beautiful and warm, and while he gave us a lot of space during our stay we enjoyed the conversations we had with him. Rascal was also an added bonus. Would happily stay again next time I'm in the area."
8035768,55942235,2015-12-07,2219255,Natalie,"Just want to say that this is one of the most beautiful homes on airbnb! John is a wonderful man who is very helpful and courteous and accomodating. We stayed here for our daughter's University graduation and hosted a dinner party in our daughter's honor.
<br/>We cannot Thank You enough John!"
8035768,56224233,2015-12-10,12223688,欣潼 Gillian,"John's place is in a very nice neighborhood. It is close to anywhere. I enjoy my stay there very much. The bedroom has everything in there, and the mattress is so comfy helping me recover from fatigue. Also John would like to share his victorian style kitchen and living room with a beautiful christmas tree.Everything is neat and perfect. And personally, I am a dog lover. John has a cute cute puppy. He generously left Rascal as a company and Rascal and I had great time together. I highly recommend John's place to others looking for a comfy and cozy place."
8035768,60281795,2016-01-21,7034743,Maeva,"Wonderful house, really nice, thoughtful and welcoming hosts. The rooms are just as described in the pictures, very spacious, comfortable and quiet. We had a floor to ourselves and John was very flexible on checking in and checking out times. We couldn't have wished for better accommodation."
8035768,61928669,2016-02-09,24030902,Brad,"Listing was completely accurate. Great house, warm and welcoming owner. John showed us around the place, chatted us up, tried to help us get a taxi into downtown. Above and beyond. 
<br/>
<br/>John has the bathroom set up like a spa, and the kitchen is done up like a B &B. Coffee in the morning, coffee cups set out with spoons. Nice touch. 
<br/>
<br/>Walkable from downtown (we walked back from  a show at Times Union...in the snow...uphill )  but probably not something you want to plan on. 
<br/>
<br/>Great little neighborhood. Wish Duke's had been open, would have gotten a beard trim. Heard great things. 
<br/>
<br/>If you need a place with FAR more value than you would expect at the price - and a gracious host as well - check this place out. "
8035768,63620643,2016-02-25,10886946,Subhashree,"My partner and I stayed at John's for a week and had the best time. John was very kind and friendly. He made us feel so comfortable and at home. The house was kept so well and clean. He has a lovely and an adorable poodle (Rascal) and you cannot resist falling in love with him. Coming from a person who is not much of a dog lover, you can take my word on it.  By the time we left John's, he has come to become more of a family now. It will be always my first choice to go to John's every time I visit Albany. <br/>"
8035768,69484122,2016-04-11,59542843,Tom,"I spent 3 weeks at Johns place, he is a warm and friendly guy, the room was very nice, as was the rest of the house! The house is very convenient to the downtown area, walking distance in most cases. Thx again John for your hospitality!!! See you again!"
8035768,70308036,2016-04-17,22435293,Marybeth,"I came to Albany to enjoy a weekend with my daughter, a student at Siena College. I needed a place that would allow our dog to stay over, and I've always loved big beautiful Victorian homes… So John's listing caught my eye. He preapproved our stay with our dog which was great!  The rooms that he rents are on the third floor, they're very well appointed.  The shared bathroom is very nicely done. Guests are able to use the amenities on the main floor of the home too.  All in all, it was a good experience. John has great security in the house, and there is parking in the back of the house.  It's a very convenient spot.<br/>I recommend this property!<br/>Marybeth <br/>"
8035768,74427463,2016-05-15,5590442,Kelsey,"Everything about our stay was convenient and efficient, and the rooms are very comfortable. Note that the larger room is on a busy road."
8035768,76940432,2016-05-29,54097161,Jacob,"John was a great host! This was our first air bnb stay and he helped us feel comfortable and welcome. The house was in a great location, close to the park and lots of activities, and the amenities inside were superb. I would not hesitate to recommend a stay."
8035768,77623101,2016-06-02,50134009,Medet,Beatifull dream house  everything is clean and nice .<br/>John he is very polite gentlemen he help us to find good restaurants right next to the Washington Park very similar to Central Park if I will come back to Albany again I will definitely visit John house again .
8035768,78027181,2016-06-05,74371423,Dick,Everything was updated - beautiful inside. Host was very accommodating. 
8035768,86332593,2016-07-16,29130540,Gail,"We stopped in Albany for one night on our way to VT. John was there when we arrived and gave us a tour of the house, showed us our room and generally made us feel at home. The room was spacious and the king bed very comfortable. The bathroom was large with a great rainfall shower. Towels were plentiful and gloriously thick. John also gave us excellent restaurant recommendations for dinner. And introduced us to Rascal the canine host. "
8035768,92668627,2016-08-09,44457409,John,Great tour and demo of the gadgets.
8035768,112031456,2016-11-03,66209549,Sarah And Clayton,"Very cool blend of a historic house and modern renovation. Clean and in a great location, walking distance from Lark St. John was a splendid host and has a very fine selection of movies"
8035768,113693524,2016-11-13,101434723,Michael,"John ist ein sehr guter Gastgeber gewesen. In der Unterkunft ist alles wie beschrieben. Er war sehr bemüht und alles war gut. In der Umgebung hat man alle Möglichkeiten um Essen zu gehen. Man findet auch Kneipen, die alle zu Fuß erreichbar sind. Ich würde jederzeit wieder hier übernachten.
<br/>Danke John"
8035768,120739729,2016-12-11,29102454,André,"John's Victorian is unique and in the center of everything, yet remarkably quiet. John was pleasant and very helpful."
8035768,121036843,2016-12-13,100362895,Timothy,Very unique house; host has done an amazing job renovating the place with antique and modern touches. A very close location for people needing to go to Albany Medical Center. Highly recommended.
8035768,127474106,2017-01-18,81332720,Marilyn,JOHN WAS VERY PLEASANT AND EASY TO APPROACH AND VERY ACCOMADATING. THE DESCRIPTION OF THE PLACE WAS ACCURATE. REALLY LIKED THE ACCESSABILITY TO MOVIES. ROOM WAS NICE AND PRIVATE.WOULD REALLY RECOMMEND THIS PLACE. EASY ACCESS TO THE CITY.
8035768,131086142,2017-02-10,110304885,Jim,"John's house rocks. Fabulous home, private, quiet and comfortable.  Off street parking too."
8035768,133438667,2017-02-22,92928,Alan,Great place! John was super friendly and helpful. Highly recommended. Thanks again for hosting us!
8035768,137152284,2017-03-13,2201411,Simon,John's place is a good spot if you don't need to be in the heart of downtown Albany but within easy reach of the city in a safe and convenient neighbourhood - one of the city's best restaurants is a quick walk away and there are good cafes nearby too. The front room is large and comfortable but you will get some noise from main street traffic. I didn't see much of John - which was fine - and when I did he was pleasant to interact with. Happy to recommend.
8035768,141912609,2017-04-05,3701748,Bill,"It's a great building, and  good location. It will be a great place to stay when some rough edges are smoothed out."
8035768,153649146,2017-05-21,17270539,Vincent,John was most hospitable.  He welcomed us with a full tour of the gorgeous Victorian Home and made us feel right at home.  If we are ever back in the area we will surely visit again!
8035768,174969506,2017-07-27,6422838,Reagan,"John's place was wonderful! The room was spacious and clean, and the location of the house was great. He was very responsive, and checking in and out was a breeze. I would recommend this place to anyone staying in the Albany area."
8035768,273591719,2018-06-06,55029254,Leland,John was very friendly and accommodating. His house is beautiful and the space he has set up for airbnb guests is great.
8035768,297851737,2018-07-28,366452,Stuart,I was at John’s for a week and had a great stay! Everything I needed for a comfortable time in Albany. I was taking an exam close by. Really enjoyed how easy John made the check-in process and the electronic key pads were perfect - never used the key once. His home was perfect and loved how close it was to the park - I went everyday! Thank you for your hospitality and making sure I was always 100% happy. 
8035768,339407926,2018-10-21,45938401,Heran,It is really an amazing place. John is very thoughtful. The location is great for visiting the city. The decoration in the house is great!
8035768,343132037,2018-10-30,80814986,Christine,"My husband and I stayed 2 nights in one of two rented out rooms on the 3rd floor of John's home.<br/>The room was facing the front of the house and was quite spacious.  There were 3 windows towards the front of the house and one window toward the side of the house. We had a desk and folding chair and a king sized bed.<br/>The floor was covered by tight woven carpet that seemed to have a lot of underpadding. There was a newer flat screen tv in front of the one window at the foot of the bed in a recessed alcove.<br/>There was a small fridge and microwave, but no coffee maker or cups or cutlery. <br/>There was also an air-conditioning unit in the room that wasn't being used anymore and wasn't put away.<br/>There were two closets but they were so full of stuff we couldn't use them for our clothes. The tv was sitting on a set of drawers which we could have used, but we wanted to hang our dress shirt and smart clothing, not lie them down in a drawer.<br/>The sheets and blankets were serviceable and the pillows were fluffy.<br/>The power bar had spots to plug in USB cables which was handy.<br/>Only one of the two bedside lamps were plugged in and the one that wasn't was likely due to the near impossible acrobatics required to plug it in behind the big bed.<br/>There was a good desk and folding chair on the side of the bed by the windows.<br/>The bathroom was shared with the other guests.<br/>This was a bit of a challenge due to their lengthy bedtime shower routine. <br/>Thankfully, if the bathroom need was urgent, there was a bathroom down on the main floor by the back door, if there was a need. <br/>We've suggested they splurge on 2ply toilet paper, single ply is just ... unpleasant.  <br/>Also, since it's a shared washroom, having our own hand towels and face cloths would be great. The big puffy bathsheets provided felt very luxurious. <br/>Appreciated the bath products provided (shampoo, conditioner, bodywash  face wash )<br/>I'm not a fan of rainshower showerheads, but this one seemed to have decent pressure and the water was hot.<br/>John lives on the second floor and the first floor seems to be in disuse, other than the back door and kitchen. The front door is not accessible and has months or years worth of mail piled high in the front hall that can be seen from the inside through a glass door.<br/>The front sitting room looks like it could be a museum display for how often it looks like it gets used.<br/>There's an area that could be a dining area but was packed full of what seemed to be renovation stuff or just being used as storage.<br/>The kitchen looked like everything that might normally be in a cupboard was on the counter, including more mail.<br/>The place was generally quiet with the exception of an inconsiderate motorcycle reving his bike in the wee hours scaring me awake. <br/>There were also numerous emergency vehicles sirens going on in the street below. Otherwise,  a very quiet stay.<br/>We were greeted by John, he showed us how to use the keyless entry and showed us our room.<br/>That was the last we saw of him.<br/>The parking area looked recently redone and was lovely. There were security cameras and lights out the back which made us fell safe.<br/>Ruby's asian fusion near by was very good food and decently priced.<br/>Overall, the place was reasonable. Could have used a few added touches, such as closet space, two ply toilet paper, personal hand towels and face cloths, perhaps a cursory daily cleaning of the bathroom, two working lamps, but overall, was a comfortable stay."
8035768,417506709,2019-02-27,38286738,Leonardo,Great place to stay in Albany!! Great location. Place is really comfortable and the host really accommodating
8035768,497390014,2019-07-28,224829549,Sumair,"Beautiful and comfortable, you won’t be disappointed."
8035768,500070888,2019-08-01,190284611,Jack,"John's place is one of the best in the area in my opinion, especially for the price. It's in a perfect location near great food, Washington Park, and of course the Lark Street corridor. John's house shows no signs of its age as he recently renovated the whole place - it is a really cool historic home. My unit had everything I needed as well. Will definitely look to book this spot again the next time I'm in town."
8035768,535968195,2019-09-25,2697430,Carlos,"John's place was great. Great rooms, amazing bathroom, refrigerator and microwave in the room, a lot of privacy, amazing check-in and key system, good parking, good location. I would definitely stay there again."
8035768,551619428,2019-10-20,264913434,Sarah,The place was very clean. The host is extremely nice about check in and check out and very accommodating.
8035768,555460797,2019-10-27,3252131,Amanda,"Super easy check in process, clean space, and good location!"
8035768,572381680,2019-12-02,304747983,Gilbert,"Just amazing. I was a guest for over a month and I 100% recommend. The room was beautiful and well kept with all the amenities of home. Truly felt like home away from home. John and Brittany are very nice and attentive. Could not have asked for better hosts. Location is perfect and not too far from anything. If you're looking for the best airbnb in Albany, you found it. STAY HERE!!!!"
8035768,633827060,2020-07-01,2081517,Evgeniy,An old style house with modern equipment – electric locks and Apple TV
8035768,646994375,2020-08-05,3619047,Loren,Amazing space! Clean room with HUGE bathroom. John was a gracious host and really owns a beautiful home in Albany!
8035768,662960529,2020-09-11,289124381,Jorman,"Great location, park it in the back"
8035768,708629185746820170,2022-09-04,415161905,Preston,John was a gracious host and amazing communicator!  The house was amazing and he made sure to make everyone feel welcomed!  Great communicator and definitely would come back!
8035768,831205004292596420,2023-02-20,455819224,Kelvin O,Looking forward to my next stay. A real home away from home.
8035768,1038465867258087874,2023-12-03,16438123,Bradley,Unique house in a great location
8035768,1055170811472394624,2023-12-26,446202361,Pamela,Lots of safety features! Parking was great. <br/>John met us at the house and showed us ask the fun Tips for the house. Feels like you are at a family members home! Comfortable bed. <br/>Close to hospital!
8035768,1057351086762970379,2023-12-29,446202361,Pamela,The house is in downtown Albany and John has set up a lot of great safety features. Walkable park is close.
8035768,1079118475063154141,2024-01-28,14740616,Seth,"John was very responsive and easy to communicate with. He was attentive to our requests and was committed to making our stay go well. His home is as described... a beautiful old house with lovely bones. We enjoyed our stay. Thank you, John!"
8035784,51039293,2015-10-17,7805262,Lee,"John was very accommodating to us despite our arriving very late at night.  The gorgeous historic house has been tastefully remodeled and was remarkably warm and quiet.  The bed was comfortable and the bathroom spacious and clean.  One concern would be for those who are unable to climb stairs (the room is located on the 3rd floor).  There was a light breakfast awaiting us on in the morning which we did not expect.  
<br/>
<br/>John uses a security system that requires guests to download an app on a smartphone.  It was/is cool technology for those who have smartphones and are comfortable using them. 
<br/>
<br/>Ample parking in the back, and conveniently located to many places.
<br/>"
8035784,61954499,2016-02-09,51755280,Martijn,"Although we didn't have a chance to meet each other those two days, John was of great and accurate help during our contact via mail/sms. The stay was comfortable in the comfortable bedroom and spacious bathroom. John prepared the coffee in the morning. We felt really at home. "
8035784,63621800,2016-02-25,18083254,Brid,"Absolutely first class experience from start to finish. The house was beautiful; bed was luxurious and comfortable, the room was bright and had everything I could need; bathroom was like a spa.  John was extremely flexible with the use of the rest of the house, which made me feel utterly at home.  The house itself is beautiful, and for those with cars there is ample off street parking.  It is a great location; close to a fanastic bakery across the street (Bread and Honey) for bagels, a Pricechopper for groceries, liquor store, restaurants and busses or (weather permitting) a half hour stroll into downtown.  I couldn't have wished for kinder or warm than hosts in John and Debbie.   We had coffee made for us in the morning, and had great conversations throughout.   John asked from the start to let him know if there was anything I else I could need to let him know - not only were requests promptly accommodated, but John and Debbie went above and beyond what was required to ensure that both myself and the other guest had all the support we could need to relieve any stress associated with taking the New York Bar exam which was hugely appreciated by us.  I didn't want to leave, and the whole experience was such that even though I was in Albany for a challenging exam, with all the stress that implies, I have come away renewed and feeling like I have had a holiday.  Rascal (the furry friend) was an added bonus - we borrowed him for lots of cuddles!! This was  my first AirBnB reservation and I doubt that any further bookings could surpass the standard  of this experience.  I can't thank them enough!"
8035784,64659447,2016-03-06,59372847,Hilite,I had a lovely stay. Very clean and convenient to the college I had a conference in. Very gracious host. 
8035784,68183550,2016-04-02,63409489,Matt,"John's home was great, his access to the home was cutting edge. His information was very helpful."
8035784,76816509,2016-05-29,18924732,Michael,"John was very welcoming and his home was comfortably ready for my arrival.  
<br/>John uses some great technology to provide access to his home thus making it very convenient.
<br/>I would highly recommend if you are staying in Albany."
8035784,77738827,2016-06-03,22326492,Kate,"We had a very good stay at John's place. The house was very nice - true to the pictures - and the bedroom was comfortable. We really appreciated having our own TV, microwave, and mini-fridge! It was also nice to have our own air conditioner so that we could control the temperature in the room. The bathroom is spacious and very nicely done. 
<br/>
<br/>We would've liked to have more communication from John - he was out of town when we arrived, which was fine, it's just something that would've been good to know ahead of time. We were also surprised that he didn't let us know that somebody was going to be staying in the other room starting mid-way through our stay, since there's a shared bathroom - again, not a big deal, but a heads up would've been appreciated! John was very responsive to texts, though, which was great. I texted with a question about where to park right before we arrived and he responded to this and my follow up questions right away, even though we got in quite late. And when we did finally meet in person, John was really nice, and asked us if we needed anything. We were very busy during our visit so we didn't see him much, but I definitely felt like I could ask for anything we needed and he would be helpful and responsive. 
<br/>
<br/>We had a couple of minor issues with the cleanliness - the trash cans in the bedroom and bathroom hadn't been emptied and the bathroom still had used towels hung up (and one on the floor) when we arrived. While the place otherwise felt pretty clean, we did worry that it hadn't been thoroughly cleaned from the last guests.
<br/>
<br/>"
8035784,79092283,2016-06-11,75479306,Jaeju,"Delightful French Victorian was perfect for my trip.  This is first time I have ever stayed at a B&B (Air or otherwise) and my experience is positive and I will use Air B&B again.  John is just right as a host.  I saw him when I was checking in and I have not run into John  or anyone else while I stayed there for 3 nights, which was great for me."
